income,age,dependents,current_debt,late_30,late_60,late_90,credit_utilization,credit_history_years,employment_status,housing,city_tier,dti,creditworthy
319186,57,0,79079,1,1,0,0.04057295629548,12.793519174625908,salaried,rent,tier1,0.24775431348192736,1
604428,33,3,155312,0,0,0,0.3489697682119376,4.935352366586713,student,rent,tier1,0.2569568277213731,0
383018,43,0,43748,1,0,0,0.3155323349699787,11.200987124666161,salaried,own,tier3,0.11421914283904924,0
1138621,39,3,23464,0,0,0,0.2430068604847429,4.485693149019204,self_employed,rent,tier1,0.020607721374496814,1
126051,57,0,55285,0,0,0,0.650152315524624,7.7039197956538725,self_employed,rent,tier2,0.4385967278385112,0
933000,58,2,148422,0,0,0,0.89772786630218,6.9112535494315175,self_employed,family,tier1,0.1590804527594516,0
480788,52,0,84086,0,0,0,0.28961268060256856,4.632851327574431,salaried,rent,tier1,0.1748923834961236,0
511843,51,4,104117,0,0,0,0.3432858895841371,7.610260926067216,salaried,own,tier3,0.20341634675599132,0
110125,68,3,14882,1,0,0,0.24584058414019994,6.0927709070731115,self_employed,own,tier2,0.13514317369366702,1
213369,34,2,60755,1,0,0,0.5313429792470998,3.7240468095200927,salaried,own,tier1,0.28474418012455244,0
350615,43,3,86659,0,0,0,0.22378189973471838,7.407042139321816,self_employed,own,tier1,0.24716298392203803,0
393899,51,0,55860,0,0,0,0.13548128941427143,9.762315918940267,self_employed,family,tier1,0.14181397431920942,1
594766,40,0,60477,1,0,0,0.6588062060218903,13.695879044545915,self_employed,own,tier2,0.10168243989080565,0
480222,32,1,164819,0,0,0,0.3109685709355224,3.347751466703598,unemployed,rent,tier3,0.34321424598499,0
461932,54,1,66275,1,0,0,0.624105716465972,6.533902563278705,self_employed,own,tier3,0.1434740796510357,1
603774,65,2,17859,0,0,0,0.2036959972166036,6.283558902157695,salaried,rent,tier2,0.02957973591820391,1
699314,32,0,92747,0,0,0,0.6428134279552825,2.8682231208991515,self_employed,rent,tier1,0.13262650722807176,0
717753,28,1,48603,0,0,0,0.21788385587094367,6.693577387248567,salaried,family,tier1,0.06771619836414562,1
691854,45,2,25038,1,0,0,0.3878109151628141,7.413549290290662,student,rent,tier3,0.03618995763380472,1
102486,65,0,148815,0,0,0,0.3180920568804512,5.876000342191003,unemployed,rent,tier2,1.4520563957997579,0
334623,47,0,36167,0,0,0,0.2709896679056325,5.6560693642554805,salaried,own,tier2,0.10808536019745008,1
609346,63,0,44653,0,1,0,0.2776122438838721,2.567919738230633,unemployed,family,tier1,0.07328050916680165,0
503923,66,3,81938,2,0,0,0.24548241660017237,8.000858295021501,salaried,rent,tier1,0.16260110493184224,0
600028,68,1,25086,0,1,0,0.4366110773620188,12.926097112248238,salaried,rent,tier2,0.04180877099641696,1
455806,35,3,9516,1,0,0,0.1037307118449787,7.591886243902037,self_employed,own,tier2,0.02087881847080543,1
853090,55,1,87399,0,0,1,0.14835169390263056,13.077267629364734,salaried,own,tier2,0.10245005322289097,0
876231,58,0,44085,0,0,0,0.4144830931494752,10.079058289370764,unemployed,rent,tier1,0.05031259354789208,0
432582,24,1,50168,0,0,0,0.6863069716251855,7.528127352998766,unemployed,own,tier3,0.11597401791356249,0
736025,25,0,122025,0,1,0,0.1033344828173981,3.3627287451558776,salaried,family,tier1,0.16579031156592502,1
422364,35,0,37925,0,0,0,0.3563247212978907,9.173399697102056,self_employed,own,tier2,0.08979429191498489,0
215637,34,0,48082,1,0,0,0.14786736950347065,7.617026046848649,salaried,own,tier2,0.2229781374167002,1
485679,38,1,44315,0,0,0,0.5333893088710487,8.858493585498941,salaried,own,tier3,0.09124421870959977,0
274789,43,1,63029,1,0,0,0.5840995658532692,6.5083287210067144,salaried,own,tier1,0.22937466658291328,0
375036,22,1,187878,1,0,0,0.23422487814151705,11.507490189758036,salaried,rent,tier2,0.5009598275958995,0
834898,55,1,92579,0,1,0,0.32642547932171384,6.125415407092719,self_employed,rent,tier1,0.11088698085531233,1
356178,23,1,51599,0,0,0,0.46002451718200177,12.849603668789248,salaried,own,tier2,0.14486939921105849,0
447421,24,0,123084,1,0,0,0.4845863815612939,7.511980527180069,self_employed,own,tier3,0.2750973556529098,1
707822,48,0,34510,1,0,0,0.19696240231322734,4.753845232075903,salaried,rent,tier2,0.04875561450145727,1
341495,50,1,114459,0,0,0,0.5937331628157145,9.428704468503264,unemployed,own,tier2,0.3351700823477435,0
623401,63,2,57985,0,1,0,0.1256192100071177,10.90871429442372,salaried,family,tier1,0.09301507183323242,0
465410,25,4,147120,0,0,0,0.13242573031790542,7.6339531741884645,salaried,family,tier1,0.31610839896065973,1
734545,43,2,78270,1,0,0,0.5475859872876941,9.604894308507472,salaried,family,tier1,0.10655593581667241,1
764082,68,0,30726,0,0,0,0.4115627143205709,8.841348522062331,salaried,family,tier2,0.04021367077123483,1
271405,67,0,60462,0,0,0,0.6342612444390893,0.2,salaried,rent,tier2,0.22277658343702658,0
154838,55,1,148111,0,0,0,0.5424524349780714,1.8410015562196627,student,own,tier2,0.9565524422518468,0
519562,54,0,54224,0,0,0,0.24638733988792913,5.985992111252604,unemployed,own,tier3,0.10436639980894832,0
428331,68,2,34894,1,0,0,0.15686867390881193,11.283394266048298,salaried,rent,tier3,0.08146497522828339,1
305038,41,1,167218,0,0,0,0.44206686624269614,9.325696184287061,salaried,rent,tier2,0.5481876200874024,0
114465,63,2,187057,1,0,0,0.675351875023568,6.572506406357659,student,family,tier2,1.6341806256154805,0
668396,26,1,42617,0,1,0,0.4384155067716417,3.3505150786727764,self_employed,family,tier2,0.06376033557159222,1
332787,30,4,86983,1,1,0,0.5442351385694725,6.671028059299571,salaried,rent,tier1,0.26137895529584304,1
614478,44,3,40144,0,0,0,0.4315784585380328,6.375846576611046,unemployed,own,tier2,0.06533130080037823,0
538947,36,2,218478,0,0,0,0.3758557572206119,0.22461932676802387,unemployed,own,tier2,0.40538028365770834,0
458135,35,0,67513,0,0,0,0.8473444477753471,5.897212832641018,self_employed,family,tier1,0.14736567124228342,1
903055,60,2,39921,0,0,0,0.4855793056717096,6.244762828568902,salaried,family,tier2,0.04420693633171432,1
309817,33,1,112192,0,0,0,0.46274270935717615,9.255452580606981,salaried,own,tier1,0.3621230831450461,0
347728,48,0,61615,1,0,0,0.2785062146890434,7.221361003791256,unemployed,rent,tier1,0.1771937472566942,0
524615,30,0,59220,0,0,0,0.6053339354162043,0.2,self_employed,rent,tier1,0.1128831143811395,1
482052,52,1,135012,0,0,0,0.3199128079292232,10.486394509771578,unemployed,own,tier3,0.2800788245691309,0
1044033,64,1,22123,1,0,0,0.5401104005086874,9.800957882702942,salaried,own,tier2,0.021190875691931253,1
686625,45,1,38994,0,0,0,0.26346958861027703,1.2866675195755874,salaried,own,tier1,0.05679147550010803,1
553858,33,1,32120,0,0,0,0.5524042872113842,9.573080051504986,self_employed,own,tier2,0.05799346948630493,1
363723,47,2,191711,0,0,0,0.5780362932188471,7.09981650138738,salaried,own,tier2,0.5270807986802537,0
575927,45,1,52960,0,0,0,0.5548480946871235,2.2032162793987773,unemployed,own,tier2,0.09195643804771284,0
384415,25,1,60756,1,0,0,0.5332229515194786,2.9410251484808696,self_employed,family,tier2,0.158048291641522,1
536942,59,2,16934,0,0,0,0.7897634657418378,6.517318146093205,student,own,tier2,0.031538967289876645,0
682272,33,1,21424,2,0,0,0.6764120908936545,6.896384421659867,self_employed,rent,tier1,0.031402079225133925,0
924954,37,2,38095,2,0,0,0.6488631066300693,6.71586809054022,salaried,own,tier1,0.04118681986153152,0
777667,21,1,30079,0,0,0,0.24212560348376036,9.29880293106524,self_employed,own,tier1,0.038679394596686505,1
277606,46,1,73391,0,0,0,0.3494383243560483,9.418039461558926,student,own,tier2,0.2643706458491277,1
601567,21,0,173272,0,0,0,0.44026590239760754,4.115243605685157,salaried,own,tier1,0.28803449153859073,0
218636,52,0,18914,1,1,0,0.48942416209272366,3.986600130087524,student,rent,tier2,0.08651022004309207,0
288978,43,2,31885,0,0,0,0.3979019444622025,6.097644543364872,self_employed,rent,tier1,0.11033766698328386,0
294519,49,2,17309,0,0,0,0.6797221905966615,7.6047311066947,self_employed,own,tier1,0.05877116727290129,1
473138,22,1,204151,3,0,0,0.37793649551981523,6.577587935745386,salaried,rent,tier1,0.43148353236920217,0
406105,58,1,14934,1,0,0,0.25674348224513355,3.0721683344456343,salaried,rent,tier3,0.03677601696098267,0
601653,26,1,139360,1,0,0,0.49611512263064456,2.4946188099032,salaried,rent,tier2,0.23162876671474358,0
332547,36,2,55751,0,1,0,0.02961006014210654,5.913932831851928,salaried,rent,tier1,0.16764861097579534,1
738547,29,1,167531,0,1,0,0.23188018342244876,3.027996335377396,salaried,own,tier2,0.22683937840915902,0
551976,30,1,70120,1,0,0,0.3874421284346776,5.054650884753522,self_employed,rent,tier1,0.12703518516751763,1
262117,65,0,102405,1,0,0,0.8589022125920844,5.3505244044909155,self_employed,own,tier2,0.3906863802282811,0
379435,25,1,9031,1,0,0,0.4012720188894688,8.259109596325118,self_employed,family,tier1,0.02380141006014053,1
634963,61,3,10836,0,1,0,0.6615244322153978,4.801994556264411,salaried,own,tier1,0.017066047467824735,1
487172,35,1,33371,1,0,0,0.12328958081003791,2.30428475058938,salaried,own,tier3,0.06850061478024903,0
569289,29,0,71320,1,0,0,0.10290885660426441,3.6825093093957566,salaried,rent,tier1,0.12528034104186672,1
620824,62,5,86433,1,0,0,0.5615867172929485,4.030215727790963,self_employed,own,tier2,0.13922420819920156,0
598806,61,0,110856,0,0,0,0.5981098696962261,12.203588735665772,salaried,family,tier1,0.18512911970069582,0
285572,63,2,125193,0,0,0,0.6843782362926889,7.545473130224711,self_employed,rent,tier3,0.43839478671955223,0
716538,46,4,76236,0,0,0,0.38170889173364786,4.134435412548951,salaried,own,tier2,0.1063957828384932,1
401672,21,0,50707,0,1,0,0.4025458693587117,9.98620381782451,self_employed,own,tier3,0.12623992674880227,1
241474,39,0,116383,0,0,0,0.6173776662795344,7.76763333186045,unemployed,own,tier2,0.4819697236905284,0
601745,24,1,42172,0,0,0,0.18971302789732467,4.329773464782349,salaried,rent,tier1,0.07008363011569838,0
716353,53,0,92332,0,0,0,0.3122964086699755,8.856916628385727,salaried,own,tier2,0.1288924418569095,1
458677,62,3,141302,0,0,0,0.2875079885906674,8.775668960727973,unemployed,own,tier1,0.3080646996551933,0
196961,35,1,69528,0,0,0,0.49282887558897226,9.421967158302138,self_employed,family,tier2,0.35300672761704177,0
442392,21,1,50637,2,1,0,0.4279535287002874,8.337624105492399,salaried,own,tier2,0.1144618253490426,1
410811,40,4,40611,3,0,0,0.3012081155622368,5.3899801648800505,salaried,family,tier1,0.09885579841929783,0
663100,53,3,40240,0,0,0,0.4295955821545212,8.36992342490289,salaried,rent,tier1,0.06068488002774343,1
422937,36,2,16308,1,0,0,0.11154962960224368,5.10809082376535,self_employed,own,tier2,0.03855912922970523,1
466235,64,1,160840,0,1,0,0.4905174609757359,3.946686490567326,salaried,own,tier3,0.34497751472374966,0
571250,45,5,79433,0,0,0,0.5359563237353573,8.012924661891581,salaried,own,tier1,0.1390514845687649,0
394750,35,1,87173,1,0,0,0.3462346375825494,2.728004623632561,self_employed,own,tier1,0.2208322813016798,0
421670,38,1,76767,0,0,0,0.36016477685903836,7.098791516983863,self_employed,family,tier1,0.18205515178175485,1
216925,40,0,94680,2,0,0,0.09237816685916042,5.064114248871406,salaried,own,tier1,0.4364654311041771,1
480907,51,0,35089,0,0,0,0.6350731274192914,7.456863401588681,salaried,own,tier1,0.07296471318263006,1
440503,39,1,93767,0,0,0,0.16377154263407995,7.063642549023621,unemployed,rent,tier1,0.21286542365280162,0
620618,23,2,15565,1,0,0,0.1984332705976263,0.2,salaried,rent,tier2,0.02507990729551177,0
354384,28,3,99610,2,0,0,0.40357762624892485,2.3082479775443017,salaried,family,tier2,0.28108097981898783,1
627718,66,0,102416,0,0,0,0.3070201989061497,7.94772896976158,salaried,rent,tier2,0.1631566533445762,0
338079,47,0,151874,0,1,0,0.09337928577302133,8.744008947991187,salaried,rent,tier2,0.44922823740428497,1
274189,62,1,17603,0,0,0,0.4348809814042593,4.830860029464461,self_employed,rent,tier2,0.06420012306510743,1
501576,52,4,136665,1,0,0,0.38880335726650694,5.710028628218429,student,rent,tier2,0.27247190381306435,0
417555,39,2,87407,0,0,0,0.08903061354846618,10.13588762254816,self_employed,rent,tier1,0.20933064325628112,1
371666,23,0,88450,0,0,0,0.37603223560369625,3.416142321948867,salaried,own,tier1,0.23798410568021094,1
627083,37,2,19186,1,0,0,0.07509658663518398,3.7468559721531878,self_employed,rent,tier3,0.030596949598314743,1
515727,45,1,80651,2,0,0,0.6559161633383257,10.390349330313914,self_employed,family,tier1,0.1563846382853766,0
443643,36,1,76180,1,0,0,0.4526808656813587,5.381940971768477,unemployed,own,tier2,0.1717166510675833,0
144750,39,0,16408,0,0,0,0.2089823148436454,3.1450650396087525,unemployed,rent,tier3,0.11335876707714178,0
596181,50,1,149666,0,0,0,0.6068280220675283,1.9638853128460703,salaried,rent,tier1,0.2510415108574468,0
535237,66,5,28377,0,0,0,0.28259903123305175,10.455619974622774,salaried,rent,tier2,0.05301828303404729,0
616514,53,2,86149,0,0,0,0.21288996881450756,6.280747171623953,salaried,rent,tier2,0.13973602882083025,1
729854,62,1,48810,0,0,0,0.31346528686776265,1.7991068320425976,self_employed,rent,tier1,0.0668763378026189,1
590948,29,2,48397,1,0,0,0.23139969519950304,4.459762677272325,self_employed,own,tier1,0.0818974608838155,0
839887,66,1,41320,1,0,0,0.14327911083685294,3.6878511087320724,self_employed,rent,tier1,0.049198163524907725,1
284937,36,1,40037,0,0,0,0.4074522782100974,9.359599053484498,salaried,rent,tier3,0.1405129239315579,1
537941,58,1,97832,1,0,0,0.26826373500021883,6.866889332987867,salaried,own,tier1,0.1818640892681445,1
528677,26,2,53934,1,0,0,0.2044336753480847,8.904808300344145,salaried,rent,tier1,0.10201862539740403,1
712788,43,2,319666,0,0,0,0.4113438381988153,4.664603501782628,salaried,rent,tier3,0.44847284686047173,1
290068,42,2,77132,0,0,0,0.29988938658998016,10.70904014356606,salaried,own,tier1,0.2659119543763888,0
543830,60,1,112440,1,0,1,0.27353733995540885,6.927288508580487,salaried,rent,tier3,0.20675706349263775,0
594008,65,2,99380,0,0,0,0.7445737714004315,5.4010712379456765,salaried,rent,tier1,0.16730448491954356,0
614516,44,1,51357,0,0,0,0.01783134871853933,9.336218795306202,student,family,tier1,0.08357334872789686,1
334869,69,0,21333,0,0,1,0.3556104399856762,7.009896333970974,salaried,rent,tier1,0.06370657943264778,1
346668,37,1,27139,1,0,0,0.5146481482172625,11.051049434677843,salaried,own,tier3,0.0782863906232465,1
427376,25,0,161083,0,0,0,0.3105256756893684,7.879392556870749,salaried,own,tier2,0.3769122657316248,0
468820,60,3,40217,1,0,0,0.3953205897179803,0.9087389816163673,salaried,own,tier2,0.08578520383399105,1
770170,63,0,53897,0,0,0,0.24839520417205818,4.434128219181753,self_employed,rent,tier1,0.0699807352099106,1
288457,45,1,55161,0,0,0,0.26847973029384137,1.6437881125317553,self_employed,rent,tier1,0.19123027116162447,0
760655,64,2,54789,0,1,0,0.6189673695866424,6.579619720814165,salaried,family,tier1,0.07202915607507,0
604567,23,2,61851,0,0,0,0.2799156873166467,10.53061547906316,salaried,rent,tier1,0.10230706934232457,1
697145,29,2,92970,0,0,0,0.6424880072292317,4.769612557006591,salaried,own,tier2,0.13335928066657865,0
159483,25,4,32479,1,2,0,0.36962314275060276,6.754892918163957,salaried,own,tier2,0.20365472822807484,0
498809,53,1,70172,0,0,0,0.45319385791714784,0.4152911612981267,salaried,own,tier2,0.1406803489079913,0
316745,34,1,127316,2,0,0,0.05655976217624592,4.66992871984763,salaried,own,tier2,0.40195229290116596,1
522654,60,0,112289,0,1,0,0.2884499188933285,3.9493812772631163,self_employed,family,tier2,0.21484441999995613,1
588600,29,0,8053,0,0,0,0.2974640775949882,6.409989726526372,salaried,own,tier2,0.013683236717144626,1
622493,37,1,91604,0,0,0,0.5499850166223985,11.488544828630761,salaried,own,tier2,0.1471577130787194,1
504780,46,1,46206,0,0,0,0.349604498708694,2.823349586586062,salaried,family,tier1,0.09153721276752957,1
561459,46,0,119907,0,0,0,0.503963961068823,4.023328708539026,salaried,own,tier3,0.21356363225075425,0
367935,27,0,39979,0,0,0,0.3323415001675709,3.5845678775909686,salaried,family,tier2,0.10865762917112845,1
278694,26,4,58397,1,0,0,0.4674073840187381,8.185723902691127,self_employed,rent,tier1,0.2095408693395782,0
145786,25,2,133995,1,0,0,0.6792214870258115,5.248179527061953,self_employed,own,tier1,0.9191226667391165,0
258071,41,1,224510,1,1,1,0.243376654610178,8.288277109961783,salaried,family,tier2,0.869953523428868,0
402458,53,2,73268,1,0,0,0.3756241042766319,0.2,salaried,rent,tier1,0.18205311533226642,0
353926,69,1,167057,0,0,0,0.6750651908512818,2.2192466132382767,student,own,tier1,0.4720107950411092,0
734039,56,1,100572,0,0,0,0.1846972968609831,5.128222975873761,salaried,rent,tier1,0.1370118004463612,1
416418,49,1,237255,2,1,0,0.5532421898741028,6.659159545375603,self_employed,own,tier2,0.5697535141712315,0
731865,30,3,25630,1,1,0,0.24613115717480333,3.475341240651515,student,family,tier3,0.035020972981410506,1
485210,65,1,37415,0,0,0,0.6512645590431435,4.187951685561664,unemployed,family,tier3,0.07711258971396931,0
229888,38,0,132784,0,0,0,0.13615050776349868,4.729504720503288,salaried,own,tier2,0.5776050822303243,0
213844,40,2,84854,0,0,0,0.26816361157706325,6.473710778454907,self_employed,rent,tier2,0.39680461291364977,0
414623,29,2,77860,0,0,0,0.3888275615186924,8.011432883430256,self_employed,own,tier3,0.18778676875518516,0
477303,66,1,89734,0,0,0,0.6427075012687201,3.718785797602713,salaried,rent,tier2,0.1880022469830688,0
98508,43,1,10941,0,0,0,0.20518019396712986,9.60462423420735,unemployed,own,tier3,0.11107411812324146,0
605938,22,0,40920,1,0,0,0.0955837282093718,11.475470595655644,salaried,family,tier1,0.06753207316444071,1
546643,44,1,50020,0,0,0,0.1683235540859681,0.2,salaried,rent,tier1,0.09150411895798828,0
904721,46,0,45214,0,0,0,0.4936319313081448,1.2367570736305629,salaried,rent,tier1,0.049976319727563646,0
553718,35,0,65404,1,0,0,0.1595326038603994,6.820876462448376,self_employed,rent,tier2,0.11811798513050566,0
199055,23,1,39766,0,0,1,0.2509090980613545,3.1370348774812,self_employed,family,tier1,0.19977668579120866,1
492421,58,2,74971,0,1,0,0.22977316397096764,11.32726466115665,self_employed,rent,tier2,0.15225092960462075,1
210958,45,0,64445,1,0,0,0.26920660216227343,7.898931435231887,salaried,rent,tier3,0.30548932426002595,1
409041,37,1,59855,0,0,0,0.2721844614195151,4.465239769952284,salaried,own,tier2,0.14633242636137156,0
538876,25,3,36957,0,1,0,0.7051211668634104,2.2984639054328477,unemployed,own,tier3,0.06858337196867384,1
